ID,address,name,online_order,book_table,rate,votes,phone,location,rest_type,dish_liked,cuisines,approx_cost(for two),reviews_list,menu_item,listed_in(type),listed_in(city)
330,"27th Main Rd, opposite Sunlife hospital, Sector 2, HSR Layout, Bengaluru, Karnataka 560102",Ichi ramen bowl,No,No,4.5/5,28,null,HSR Layout,Casual Dining,Korean Ramen,Korean,400,"The ramen was very tasty and also there other food stalls in this space. The owner is very friendly and nice. They have variety of ramen sorts.,An Instagram reel led my friend and me to this little place in 27th Main, HSR and well, the reel was right! The ramen is VERY interesting! We tried the Samyang 1X spicy bowl and I'm going to be ""thinking"" about it for a while! The owner is really friendly and helped us make a selection ",[],Street Stalls,HSR Layout
331,"1846/72, D Block, 4th Cross, 3rd Stage, Rajajinagar, Bangalore",Sagar Restaurant,Yes,No,4.2/5,"20,144",8023325917,RR Nagar,Casual Dining,mango milkshake,North Indian,400,"Visited specifically for the mango milkshake priced at Rs.150. The shake was impressively thick, served generously in a sizable glass. Its richness and real mango pulp content made it Not only a refreshing drink but also quite filling. The taste was delightful, and the overall experience was positive.,This place is closer to Mahakavi Kuvempu Road Metro Station. Had ordered the legendary Mango Milkshake which was absolutely worth it.    Pav Bhaji, Fafda and Jalebi's was also good. Disappointed with the Dabeli as No pomegranate fruit was added. Overall it was a good meal, to enjoy.",[],Restaurant,RR Nagar
332,"Green Avenue, Plot 1, ITPL Main Rd, EPIP Zone, Brookefield, Bengaluru, Karnataka 560037",The Rameshwaram Cafe,Yes,No,4.2/5,"11,434",8151999191,Whitefield,Self Service,"Podi Idli,Dosa",South Indian,200,"What a lovely food palette!  If you are craving the temple flavors and don't mind the wait, just head here to please your taste buds! Tends to get a bit too crowded over weekends! Wait times could be longer. Very easy on the pocket. Loved it every bit!,Finally tried this highly recommended spot, and it lived up to the hype. Every dish was incredibly delicious, but the standout recommendations are the ghee dosa and the aromatic filter coffee. The flavors were exceptional, making it a delightful culinary experience. If you haven't been here yet, it's definitely worth a visit for a memorable taste journey.",[],Restaurant,Whitefield
333,"Ground Floor, Police Station, 25, Dr Rajkumar Rd, beside Subramanya Nagar, E block, 2nd Stage, Rajajinagar, Bengaluru, Karnataka 560010",Devaras,No,No,4.1/5,74,null,RR Nagar,Self Service,"Ghee green miripudi dosa,palkova bun",South Indian,150,"New breakfast restaurant opened in Rajajinagar, it’s based on Dubai is opened in Bengaluru. They have varieties of dosa which u must try & special bun with kunda its fab.. do visit & try the special breakfast.,All the dishes were good...loved the Neer dose and khovabun... Located in Rajkumar road",[],Restaurant,RR Nagar
334," SY No. 79, 1, Kalkere Main Rd, Dodda Kempaiah Layout, Banaswadi, Bengaluru, Karnataka 560043",Mad over grills,No,No,4.7/5,312,null,Banaswadi,Self Service,"Live chat counter,desserts,pizza",Multi-Cuisine,1000,"It’s a nice place for vegetarians with loads of options and tasty food at a reasonable price point for their buffet. The ambiance is good and staff is friendly too. A perfect place for family gatherings.,Excellent Place to eat and strictly Vegetarian food. Great spread and ambience. Special mention to Chef Uttam and manager was very cordial. Good place to hangout with family.",[],Restaurant,Banaswadi
335," 4th Floor, Prestige Plaza, New Town Main Rd, Yelahanka, Bengaluru, Karnataka 560065",Orah brew garden,No,Yes,4.6/5,262,9741118007,Yelahanka,Casual Dining,"Cocktails,Craft beer",Pan Asian,1300,"Amazing place , Beautiful Atmosphere , very tasty Food , we loved the service too..!! Such a peaceful place to spend some good time..!!,What a lovely place and very nice atmosphere we love this place to hangout with family and friends and and most memorable thing is great service by the server and the taste of food we will surely visit back again with friends and family ",[],Restaurant,Yelahanka
336,"JP Nagar, Bengaluru, Karnataka 560077",T-hut,Yes,No,4.1/5,"2,021", 06363721072,JP Nagar,Casual Dining,"Mohabbat tea,coconut tea",South Indian,400,"A quaint little joint with authentic Kerala flavours and food. Loved our first visit to this place. The cherry on the cake was the homemade coconut pudding.,It's at a junction so parking is slightly difficult. You can park on a street further away and walk. The ambience is nice. Good service.Food tasted good.",[],Cafe,JP Nagar
337,"Survey No.115/6, Brookes Enclave Layout, Wishvish Foods Pvt Ltd, Mahadevapura, B.B, ITPL Main Rd, Kundalahalli, M.P East, Bengaluru, Karnataka 560037",The filter coffee,Yes,No,4.2/5,665,9611221592,Marathahalli,Self Service,"Filter coffee,tamil nadu style sambar",South Indian,500,"They have a unique way of addressing order taking. We can get the bill first, goto seat and they serve it for you. I liked the idea of it. Food was decent. You get Tamil Nadu style sambar and chutney.,Really good Tamil Nadu style food. Tried dosas,idiyappam, lemon seva and their coffee. All were of good quality but the prices are high. Chutneys, kuruma, sambar are also really tasty. Their service is excellent",[],Restaurant,Marathahalli
338," #303, Ashok Terrace, 5th Main Rd, Indira Nagar 1st Stage, Bengaluru, Karnataka 560038",Zama,Yes,No,4.3/5,204,6364669761,Indiranagar,Self Service,"Seekh kebabs,hummus,rolls",Turkish,400,"Recently visited Zama Bakery and was thoroughly impressed! Tried their chicken pide, cigar adana kebab, Fateh hummus, and chicken roll, and each dish was a delight. The kebabs were juicy, the chicken pide had soft, freshly made bread, and the Fateh hummus was flavorful. Would definitely recommend a visit for delicious, authentic flavors!,Tried this place last week . It was my first time trying Turkish cuisine. It was so flavourful n filling . Loved the garlic sauce the wraps and kababs were so juicy",[],Street Stalls,Indiranagar
339," Lake View Farm, Varthur Main Road, Whitefield Main Rd, Siddapura, Bengaluru, Karnataka 560066",Farmhouse Kitchen & Bakery,Yes,No,4.2/5,874,9663608436,Whitefield,Casual Dining,"Pasta,Pizza",Italian,1200,"We used to like this place a lot because it was in a nice farm set up. However the farm is Not well maintained these days. All stores except this restaurant has moved away. Entry and exit is via a very small gate..Farmhouse Kitchen & bakery is a nice restaurant situated in a small farm. It showcases a great amount of British Architecture. It offers a nice cozy experience where you could work, relax or enjoy with friends or family. I had a chicken strogaNoff and personally loved it. It had a creamy and delicious sauce with steamed rice. The food was great and the portion size is also pretty decent.",[],"Restaurant,Bakery",Whitefield
340,"Link Rd, BDA Layout, HSR Layout, Bengaluru, Karnataka 560068",Coal Spark,Yes,Yes,4.4/5,"3,600",8041575726,HSR Layout,Casual Dining,Seafood platter,Continental,1200,"I recently revisited this place after a gap of three months, hoping for the same delightful experience. However, I must say, the grilled fish, Mexican grilled chicken, porotta, and various chicken curries were quite average this time. The food isn't bad, but it fell short of the previous quality, leaving me disappointed. On a positive Note, the service and ambiance remain very nice. I hope the kitchen standards catch up for a more consistent dining experience.,Good food, must try. Lots of veg Non veg options available. Friendly staff. Clean washroom. Fast service. Parking is Not so smooth for a 4 wheeler but 2 wheelers can be parked inside.",[],Restaurant,HSR Layout
341,"183, 28, 2nd Main Road, 7th Block, Jayanagar, Bangalore",Masala Love & Co,Yes,Yes,4.4/5,148,7483643596,Jayanagar,Casual Dining,"chaats,mocktails",Multi-Cuisine,1000,"Pure vegetarian restaurant, We had been for lunch, place was bit crowded, AC wasn’t working, service is slow, food is decent, mocktails are average, chat is a must try, atmosphere is decent we tried smoked chilly pineapple, dahi chat, masala papad, Cajun paneer. Street parking is available.,Good ambience, courteous but naive staff, food is average in taste, same goes for mocktails as well. Visit if you're close by.",[],Restaurant,Jayanagar
342,"81, 5th Cross Rd, Vyalikaval, Kodandarampura, Malleshwara, Bengaluru, Karnataka 560003",Kumar's hot hot chinese food,Yes,No,4.1/5,101,9945270349,Malleshwaram,Self Service,Gobi manchurian,Chinese,200,"Had Gobi Manchurian and so called Kumar's special Spanish Manchurian. I could only taste pepper and Nothing else in both items. Very bad is taste and quality.,Amazing taste, good quality food, friendly people and must try place for Chinese food lovers ",[],Restaurant,Malleshwaram
343,"WHPP+C2J, 10th Main Rd, Jaya Nagar 1st Block, Jayanagar 3rd Block, Jayanagar, Bengaluru, Karnataka 560011",Madhavan Park Bajji Shop,No,No,4.2/5,682,9902336740,Jayanagar,Self Service,Capsicum bajji,Indian Street Food,400,"One of the best bajji centers in Banglore. Must Try capsicum and balekaayi masala you'll 100% love it. For a chill evening this place is match made in heaven for foodies!,This place is just opposite to Bharmin tiffins and overly crowded. Had their signature capsicum bhajji and baby corn bhajji to kNow why its so hyped. To be honest it wasn't that great. The besan was tasteless, baby corn was raw, you will only get the taste of raw capsicum, carrot and onion garnished on top.
Hard working people and the shop is doing great business but will give 3 star for bhajji's.",[],Street Stalls,Jayanagar
344,"2nd Main Road,opp.Green view park,Banaswadi",Sree ganesha bombay vada pav,No,No,null,null,7829849632,Banaswadi,Self Service,Vada pav,Indian Street Food,400,null,[],Street Stalls,Banaswadi
345," 2nd Main Road 7, 3rd Cross Road opposite bata show room, Chamrajpet, Bengaluru, Karnataka 560018",Kannadada thindi kendra,No,No,4.3/5,369,null,Chamrajpet,Self Service,"Dahi rice,Lemon rice",South Indian,400,"Namma kannada tayige , namma Kannada janatege , ee thindi Kendra open madidavarige namaskara. I visited this place , best food served , taste is superb. One thing I liked about this place that , there's a small banner beside the shop in kannada states that , if you pay 30/- to us we will serve food to 1 hungry person and that will be your help to the people who are in need. Beautiful.,Bombaat thindi... Palav with kodbale is must try. That tatte idly is so soft with that chutney.
super breakfast ge illi banni.",[],Street Stalls,Basavanagudi
346,"XHHV+WP5, opp. to Vidhan Soudha, Ambedkar Veedhi, Bengaluru, Karnataka 560001",High court pasta,No,No,4.3/5,13,null,MG Road,Self Service,"Pasta,Sprouts Salad",Indian Street Food,100,"I'm Not typically a fan of pasta, but this pasta over here completely changed my perspective. The flavors were exceptional, they have this 3 kinda pastas red,white and green and the taste was 💯. I highly recommend trying their pasta if you're ever in the High Court area.,I recently had been to this Pasta cart near high court gate No 7
And I was mind blown by the price and taste... It's really a worth trying place to students and pasta lovers... Just wow!",[],Street Stalls,MG Road
347," 7th Block, Ashwath Nagar, Sampangi Rama Nagara, Bengaluru, Karnataka 560027",Sidappa hotel,No,No,4.1/5,"3,924",9844794431,Richmond Town,Casual Dining,"Idly,rice bath",South Indian,150,"Wait time is a bit long and you get a lot of intermediate food before the star of the show arrives - the masala dosa. Its light, crispy and delicious. None of the food is very heavy or rich so you'll appreciate the breakfast.,Great food. Soft idly, Hot Saagu, Crispy Masala Dosa. I am visiting this place regularly from 1998. Homemade food and No use of chemicals. Worth waiting in the que.",[],Restaurant,Richmond Town
348," 7/1, Edward Rd, off Queens Road, Vasanth Nagar, Bengaluru, Karnataka 560052",Champaca Bookstore,No,No,4.6/5,938,9353608989,Vasanth Nagar,Casual Dining,Cheesecake,Cafe,1200,"If reading is your favourite hobby to do , and you want a peaceful atmosphere do visit , champaca . Located on top of a private residence champaca offers you a serene and calm atmosphere. You can read books from their collection, buy them , and enjoy ur favourite read over a cup of coffee or tea. They also sell bookmarks and other book related stuffs .,It is a delightful blend of cozy bookstore and charming cafe. The amazing view enhances the serene atmosphere, perfect for indulging in a good read or a delightful meal.
Also, Their carrot cake is a standout - moist, rich, and utterly delicious. It's a must-try for anyone visiting. Coupled with friendly staff and a unique menu, my experience at Champaca was both relaxing and memorable.

The concept was great. Though, they'll only have desserts or hot beverages in food menu. But, all of them are worth it.

Highly recommend for a peaceful escape into the world of books and culinary delights!",[],Cafe,Vasanth Nagar
349," 20/2, MG Road, D' Souza Layout, Ashok Nagar, Bengaluru, Karnataka 560001",The Biere Club,Yes,Yes,4.3/5,"10,743", 09986769776,MG Road,Casual Dining,"Eggs benedict with ham,pizza pie","Bar food,Continental",2600,"Nice fun place to enjoy draft beer and finger food. The ambience is colourful and vibrant. If you are ok for just finger food and beer it is a good place to hang out with family and friends.,Had a delightful brunch experience at the Biere Club! The ambience is chic and inviting, creating the perfect backdrop for a leisurely meal. A cozy vibe make this place a brunch haven. Can't wait to return! ",[],Restaurant,MG Road
350,"1516, 17th Main Rd, Marenahalli, 2nd Phase, J. P. Nagar, Bengaluru, Karnataka 560078",Purred at charlie's cat Cafe,Yes,No,4.4/5,883,9632142525,JP Nagar,Casual Dining,"Pizza,tea",Italian,1500,"Visiting this place was an absolute joy! The place is a haven indeed for cat lovers. The atmosphere is relaxed, and the cats are well-cared for and clearly happy. It's a delightful experience to interact with so many playful and friendly felines. The staff looks about the well-being of the cats, creating a welcoming environment. If you want to spend quality time with adorable cats, PURRed @Charlie's provides a heartwarming and memorable experience for all cat enthusiasts.,The combination of friendly staff, happy cats, and a welcoming atmosphere made for a memorable visit. Whether you're a cat lover or simply looking for a unique cafe experience, I highly recommend checking it out. It's the perfect place to unwind, enjoy a cup of coffee, and make some furry friends along the way.",[],Cafe,JP Nagar
351,"28, 8th Main Rd, Vasanth Nagar, Bengaluru, Karnataka 560052",RR blue mount,No,No,4.2/5,305,9844496447,Vasanth Nagar,Self Service,"Mexican chaat,veg deltazz",Indian Street Food,200,"Went there to try their famous Mexican chat. It tasted very bland and the portion is very small. There were some baked beans, some amount of cheese and bits of nachos. It costed 80rs.,Awesome food items. It's Not a big hotel. It's a small shop but the food was awesome. Try Delta's sandwich.",[],Street Stalls,Vasanth Nagar
352,"1, Residency Rd, Ashok Nagar, Bengaluru, Karnataka 560002",ITC Gardenia,No,Yes,4.7/5,"25,470",8022119898,MG Road,Self Service,"Pasta,sushi",Multi-Cuisine,4000,"The ambiance was elegant, creating the perfect setting for a memorable evening. The menu offered a diverse range of dishes, each showcasing a unique blend of flavors and culinary expertise.I was particularly impressed with the freshness of the ingredients used, highlighting the restaurant's commitment to quality. The chef's creativity was evident in every dish, elevating the dining experience to a whole new level. I highly recommend it to anyone seeking a top-Notch culinary journey. It's No wonder this restaurant has earned its well-deserved five-star rating!,Very beautiful view of Lotus pavilion & Ambience is very nice.
Food is good but very less option on Vegetarian side to order.Service is fabulous.",[],Restaurant,MG Road
353," Seventh Block, Plot 118, 80 Feet Rd, above Bodyworks Spa, KHB Colony, 7th Block, Koramangala, Bengaluru, Karnataka 560095",Social,Yes,Yes,4.2/5,"23,737",9152010479,Koramangala,Casual Dining,"Old smoke,coke&cane","Chinese, North Indian",1800,"Ambiance of this place is really good and beautiful. We've been here at the day time and it was found a bit hot so its better to visit at late evening or night. When it comes to the food the taste and quantity felt like just average for the price, and the options are very less for the Non alcoholic drinks. The service was good eNough, it was quick and responsive. Overall the main highlight is the ambiance and its a one time visit place with friends.,Decent place. Went for team lunch. We tried Them Potato Skins, Paneer Makhani Biriyani (good), Imported fusen gum (cocktail) etc",[],Restaurant,Koramangala
354," 641, 2nd Cross Rd, 3rd Block, 3rd Stage, Rajajinagar, Bengaluru, Karnataka 560079",Socialize,Yes,Yes,4.2/5,880,9845292512,Rajajinagar,Casual Dining,Vegetarian dishes,Multi-Cuisine,850,"Good place to spend time with friends and family. Food quality and taste is fine. This space is clean and well maintained. I really like the atmosphere here. Satisfied with food and service.,Good food but a bit on the expensive side. Melon salad is a must try here. Sour bubble tea, soup, pasta & pizza was very delicious. Brioche board could have been better as it was served cold. ",[],Restaurant,Rajajinagar
355,"65, 1, Sajjan Rao Cir, Vishweshwarapura, Basavanagudi, Bengaluru, Karnataka 560004",Chandra sweets and salties,No,No,3.5/5,4,null,Basavanagudi,Self Service,Gulab jamun,Indian,1800,"Since 2006 I am visiting this place, Nothing changed (including the attitude of these people😜) hot selling items here are Pav Baji and special cutlet, also don't miss Gulab Jamoon and Badam Halwa.,Only cash is accepted here . Jamoon was good , masala puri was quite ok but expensive .",[],Street Stalls,Basavanagudi
356,"25, HKP Road, Swamy Shivanandapuram, Shivaji Nagar, Bengaluru, Karnataka 560001",Hamza hotel,Yes,No,4.0/5,"6,794",9449701505,Shivajinagar,Casual Dining,"rice,kebab",North Indian,800," This place offers decent food at affordable prices with good service, but there is room for improvement in terms of food quality and consistency. It's a suitable option for a casual meal in the area, but don't expect gourmet dining.,Value for money, tasty food,
I had a Biriyani which was best in here.
Service side very common - but this in high street so people select this place for nice food.
Good food",[],Restaurant,Shivajinagar
357,"50, 1 Sobha, St Mark's Rd, opposite Empire and KC Das, Shanthala Nagar, Ashok Nagar, Bengaluru, Karnataka 560001",Moglu ,No,No,4.8/5,35,null,MG Road,Casual Dining,"Pita platter,Poached pear",Indian,1000,"It was love at first site when I stepped into Moglu right from hospitality, ambiance, menu, food and pricing.
Calm and quiet place right on the heart of the city serving good veg food.
I highly recommend people to try this place out.
Don’t miss out on ordering their baNoffee pie.,Simply wow - inNovative veg food at its best! Very comforting and earthy experience. Staff seemed to kNow a lot about the menu and dishes. The food was very tasty, somehow did Not feel heavy at all even after eating one of each soup (spinach lentil), app (zingy cauliflower) and main course (cabbage steak). The dessert was simply superb - had the poached pear dessert. Overall, exciting new dig in Bengaluru! Do try their zero proof drinks - yum with subtle flavors. Definitely coming back with friends because there is plenty more to try!",[],Restaurant,MG Road
358," Ground Floor, Skywalk, 5, 1, Assaye Rd, R T Nagar, Sindhi Colony, Pulikeshi Nagar, Bengaluru, Karnataka 560042",Pita works,Yes,Yes,4.1/5,29,7907481461,Indiranagar,Self Service,Shawarma,Indian Street Food,350,"180 for a small sized Normal 50rs ka shawarma. Absolute waste of money. Fries were hard and chicken was Not great either. Just the Jalapeño gives its natural taste. It’s one of the place where you see the reels and give it a try. Pathetic !!!,Indulge in the ultimate chicken delight at Pitaworks, where every bite of shawarma is loaded with succulent chicken, and absolutely No veggies. Visit Pitaworks and savour the flavour-packed goodness! They also sell wraps and drinks which are equally worth a try.",[],Restaurant,Indiranagar
359,"#95/B, 2nd Block, 38th Cross, 10th Main Rd, Rajajinagar, Bengaluru, Karnataka 560010",Sonu chats,No,No,4.5/5,"1,468", 09986528652,RR Nagar,Self Service,"Dahi puri,Samosa Chat",Indian Street Food,400,"The ONLY reason to visit Sonu chats is bcos of the tasty chats and cost is fairly moderate. But people have No places to sit & access to the counters are congested. Parking is a big problem esplly for cars , bcos the location is a very busy road. There are only 6-8 plastic stools hence People are forced to stand or sit on sidewalk .,The chats were wonderfully tasty. The puris were crisp and the spices were fresh and prepared just right. Definitely would visit again and highly recommend a visit.",[],Street Stalls,RR Nagar
360," Shop No. 3, Johnson Market, Richmond Town, Bengaluru, Karnataka 560025",Makkah Cafe,No,No,4.4/5,"2,559", 07353470361,Richmond Town,Self Service,tea,Beverages,100,"One of the popular tea cafes in city serving tea, coffee and snacks. Their sulaimani chai is my favorite and must try is their harira, onion samosa, khaja. Not an aesthetic place but a spot for quick tea and snacks with friends,One of the old cafe in town. This place serves Herira, Milk Chai, Lemon tea, & Onion Samosa. This place has old school vibes. This place is near the masjid..",[],Cafe,Richmond Town
361,"24, CJ Venkatesh Das Rd, Banashankari, Bengaluru, Karnataka 560070",Brahma bowl,Yes,No,3.9/5,514,9964534569,Banashankari,Self Service,"soup,Noodles",Chinese,250,"Vegetarian restaurant serving Chinese delicacies in a bowl. They also serve sandwiches and milkshakes. The taste is good and felt it's worth the price. I had taken mushroom Noodles and a starter lemon garlic mushroom. The starter was average as it was very similar to mushroom Manchurian also the coating was thick and was Not so crispy, and the dish lagged in the lemon sour taste. It was very similar to Manchurian and Not like a lemon garlic. The Noodles was great. The taste was yum. Overall I would rate 3.75/5. Needs improvement in the starter.,They are best at their soups tried man-chow soup, broccoli soup, soya Manchurian, veg sandwich and veg roll overall taste was good and they serve healthier because they won’t use any tasting powder to enhance the taste, overall experience was good.",[],Restaurant,Banashankari
362,"365, Rabindranath Tagore Nagar Main Rd, Matadahalli, AK Colony, Hebbal, Bengaluru, Karnataka 560032",Cake wala,Yes,No,4.6/5,377,6366952475,Hebbal,Casual Dining,combo,Bakery,400,"They have cakes, pastries, celebration full cakes, cheesecake ,choco lava cake, loaves of bread, puffs and biscuits. They are all priced reasonably. Taste is good but a tad bit too sweet. The place is clean and neat. They have seats to sit.,Just an awesome place to hang out with family or friends.. Food at maximum quality with reasonable prices. Amazing ambience with a very positive vibe. Friendly staff and wonderful service.
Thank you for setting up a great place at Hebbal. Would love to visit again..........and again.",[],Bakery,Hebbal
363,"WHPG+Q6P, S End Rd, Basavanagudi, Bengaluru, Karnataka 560004",Sri manjunatha condiments,No,No,4.3/5,59, 09916597806,Basavanagudi,Self Service,bun butter jam,Bakery,200,"KNown for their Bun Butter Congress and Sabakki bun butter congress. Tried their Sangamam juice a citrus mix juice that was interesting. They do sell various other snacks and beverages check them out too.
One con is they sell cigarettes too and is located next to a bar might Not be comfortable for all.,If you want to have varities of dishes in bun this is the place. They call this place as bungudi means bun temple 😊 funny but it's true also called as friend's adda. Tastes were amazing we had special methi bun masala it was so yummy filled with lot of hot butter and green and sweet chutney with Congress peanuts and mixture. It was so yummy. And also we had butter bun jam, samosa bun everything was amazing and it's very pocket friendly.
Only issue is lot of smokers you can't stand so much time over there. But worth trying.",[],Street Stalls,Basavanagudi
364," Aparna Complex, No 1, 7, Subedar Chatram Rd, Gandhi Nagar, Bengaluru, Karnataka 560009",Hotel Navayuga,Yes,No,4.2/5,"5,429",9342006161,Majestic,Casual Dining,"Chicken fry,chicken briyani",South Indian,450,"The bestest mutton biryani in town.  Legendary. Loved it and lived it every bit of it.  The chilli chicken is very different from the adnhra style. The texture was good and the taste was out of thw world. The kebab was cruspy and juicy at the same time.  Must  visit.,Food is average. Mutton pieces in mutton biryani was good. Rice is okay okay. Kaban was avarage. Ambience is good.. crowded at lunch time.",[],Restaurant,Majestic
365,"2JFV+H7X, HRBR Layout 2nd Block, HRBR Layout, Kalyan Nagar, Bengaluru, Karnataka 560043",Alice in gelatoland,No,No,3.6/5,6,9987079584,Kalyan Nagar,Casual Dining,"Strawberry nutella brownie jar,the ferrero rocher bubble waffle",Ice Cream and Beverages,500,"Visited their outlet in HRBR layout. This is brand kNown for their desserts. The outlet is quite big and the ambiance is very pretty and colourful. The menu is vast and they have so many options to choose from ice creams to desserts. The display counter helps as they have everything on display and gives a visual appeal. Tried their Kulfi and it was very good. Portion sizes are good and pricing is decent too. Staff is friendly and helpful.,Amazing place for delicious 

The best icecreams I have ever had ..
The ambeince is soo beautiful and lovely interior …
And the icecreams are so fresh and delicious in taste …
Also they have pasta n pizza both are veg ..
It’s definitely worth to visit this amazing place .",[],Ice Cream Parlor,Kalyan Nagar
366,"7th Cross Rd, 3rd Block, Jakasandra Block, Koramangala 3 Block, Koramangala, Bengaluru, Karnataka 560034",Cafe on the way,Yes,No,4.1/5,364, 08043742006,Koramangala ,Casual Dining,"Coffe,Breakfast",American,600,"The food was exceptional! I ordered a chicken cheese sandwich, chicken Alfredo pasta, and mint limes. All three dishes were delicious and well-prepared. The cafe has a beautiful ambiance, and the service is both kind and efficient. A delightful dining experience overall!,As name suggests it just comes while on the way but you can Not igNore. Nice ambience they have created. Sitting area is less but it is cozy and comfortable. Food is tasty & fulfilling. Shakes are their main attractions. They just tastes amazing. Ordering time is also very less so you get your food served within 10 min of ordering. Had a good time enjoying my Friday afterNoon brunch.",[],Cafe,Koramangala 
367,"1st Main Rd, Jai Bheema Nagar, Rajajinagar, Bengaluru, Karnataka 560020",Lakshmi Juice Centre,Yes,No,4.4/5,"1,546",9448790429,Rajajinagar,Self Service,Chocolate milkshake,Beverages,200,"The milkshakes are amazing here. The oreo milkshake and seasonal fruit pulp shakes are a must try. Service is quick. Street Parking is available.,I happen to see this place on an Instagram post and needless to say, this is TRULY worth it. They offer one a kind fruity, pulpy juices with fruit extract, pieces and pulp. Their milkshakes are heavenly and the chocolate milkshake is also excellent! Do ask for the fruit in season and opt for the same as seasonal milkshakes are their forté. This place is also crowded, which is just aNother feather on their cap of good, tasty milkshakes.
Overall, must try.",[],Street Stalls,Rajajinagar
368,"435, 3rd Floor, 3rd A Cross, 5th Main Rd, HRBR Layout 2nd Block, Kalyan Nagar, Bengaluru, Karnataka 560043",Roots and fern,No,No,5.0/5,7,null,Kalyan Nagar,Casual Dining,"Pork with anishi,sticky rice pudding",Pan Asian,2000,"Had a really good time. Homely food, servicing and ambience was overall awesome.,very good food, reasonable price and service was good. Would come often and highly recommended place",[],Restaurant,Kalyan Nagar
369,"2JFM+JCQ, CMR Main Rd, HRBR Layout 3rd Block, HRBR Layout, Kalyan Nagar, Bengaluru, Karnataka 560043",Cocoberrys,No,No,4.5/5,18,null,Kalyan Nagar,Self Service,Strawberries and chocolate,Bakery,400,"Tried chocolate strawberry and nutrella waffles both was really delecious.,Tasted chocolate strawberry.. yummiee",[],Street Stalls,Kalyan Nagar
370," Cinnamon, 24, Gangadhar Chetty Rd, Rukmani Colony, Sivanchetti Gardens, Bengaluru, Karnataka 560042",Cafe stone,Yes,No,3.9/5,273,9535892088,Shivaji Nagar,Casual Dining,coffee,Beverages,950,"Visited the beautiful Cafe located inside a very old house. The Ambience was really pleasant, relaxing. We went here for breakfast and the food was great to. Service was brilliant and friendly staff. There are pictures of the people who use to live there before which amazed me and kept me thinking how beautiful it must have been back then. Pricing is on the higher side, but the taste is also good.,Cafe Stone is a cafe located in the heart of Bangalore that is kNown for its old-world charm and cozy ambience. It is a popular spot for brunch, hot chocolate, and romantic dates.
The place has a warm and inviting atmosphere, with exposed brick walls, wooden furniture, and soft lighting. It is the perfect place to relax and escape the hustle and bustle of the city within the city.",[],Cafe,Shivaji Nagar
371,"Indiranagar,100 FT Road,near Smoor Chocolates.Beside Go Colors shop",Kolkata's famous churmur,No,No,null,null,null,Indiranagar,Self Service,Churmur,Indian Street Food,1900,null,[],Street Stalls,Indiranagar
372,"19, 5th Main Rd, near kullappa circle, PNS Layout, Subbayianiah Palyam, Kammanahalli, Bengaluru, Karnataka 560084",Al amanah Cafe,No,No,4.3/5,"21,802",9141817121,Kammanahalli,Self Service,crispy chicken jumbo roll,Indian,300,"The go to place to have amazing Non veg rolls at cheap prices. It’ll cost around ₹120-130 per roll. Long queues will be there at peak times. Self service for placing an order and then getting it made at the two counters. They also have cold drinks like Pepsi, Dew and 7up. It might be difficult to find street parking and there’s good seating upstairs along with a washroom.,My friend and I visited Al Amanah Cafe & Restaurant with high expectations for the jumbo crispy chicken roll. The location, ambiance, and crowd were all positive aspects, and the seating arrangement was convenient. However, despite the impressive quantity of the jumbo roll, the taste left us disappointed. While everything else was commendable, the flavor of the roll did Not meet our expectations.",[],Restaurant,Kammanahalli
373," 69, 7th Main Rd, Mahadeshwara Nagar, BTM 2nd Stage, BTM Layout, Bengaluru, Karnataka 560076",Oh!bambai,Yes,No,3.7/5,19,9945142951,BTM Layout,Self Service,"Cheese burst vada pav,maggi",Indian Street Food,150,"Explore Mumbai's street food haven at OH Bambai! Starting at 20 INR, enjoy budget-friendly, authentic snacks, with a steal—unlimited Vada Pav for just 90 INR! From Bhel Puri to Pav Bhaji, everything's under 90 INR. The simple yet inviting ambiance and friendly staff create a Mumbai street vibe. Quick service, unbeatable prices—ideal for budget-conscious foodies. Savor Mumbai's taste without breaking the bank!,Visited with my bro tis is Not a restaurant a small food cart maintained cleaned tried there tawa pulav which was really nice will recommend others also 2 visit this food cart",[],Street Stalls,BTM Layout
374,"4TH FLOOR, AVALON ARCADE, B Block, AECS Layout, Brookefield, Bengaluru, Karnataka 560037",The spice studio ,Yes,No,4.6/5,356,9916365286,Marathahalli,Self Service,"Green hood ghee roast chicken,Hariyali chicken",Multi-Cuisine,400,"Had a peaceful and unique eating experience. The Food was authentic and Not to spicy or mild. Ambience was serene with No need of an AC. Ample of Natural Light and proper ventilation. The Service and quality of food was awesome. Really recommend with Friends and Family for a fun experience and value for money.,Ordered chicken lollipop which is very salty. Ambience is good. Will give it an aNother try. Prices are Not too high Nor too low. Car parking might be a challenge. Prefer a place next to window in the evening for a nice ambience",[],Restaurant,Marathahalli
